"ModelID","CCLEName","TissueOrigin","DepmapModelType","OncotreeLineage","OncotreePrimaryDisease","OncotreeSubtype","OncotreeCode","PrimaryOrMetastasis","Age","AgeCategory","Sex","PatientRace"
"ACH-002093","CHSA0108_BONE",NA,"CHS","Bone","Chondrosarcoma","Chondrosarcoma","CHS","Primary",NA,"Unknown","Male",""
"ACH-002094","CHSA8926_BONE",NA,"CHS","Bone","Chondrosarcoma","Chondrosarcoma","CHS","Primary",NA,"Unknown","Male",""
"ACH-002095","CORL303_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",NA,"Unknown","Female",""
"ACH-002096","CP50MELB_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Male",""
"ACH-002097","CP66MEL_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Male",""
"ACH-002098","CP67MEL_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Unknown",""
"ACH-002099","CS1_BONE",NA,"CHS","Bone","Chondrosarcoma","Chondrosarcoma","CHS","Primary",62,"Adult","Male",""
"ACH-002100","DJM1_SKIN",NA,"CSCC","Skin","Cutaneous Squamous Cell Carcinoma","Cutaneous Squamous Cell Carcinoma","CSCC","Primary",87,"Adult","Female",""
"ACH-002101","EMCBAC1_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Primary",NA,"Unknown","Male",""
"ACH-002102","EMCBAC2_LUNG",NA,"NSCLC","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","NSCLC","Primary",NA,"Unknown","Unknown",""
"ACH-002103","ES1_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",5,"Pediatric","Female",""
"ACH-002104","ES3_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",12,"Pediatric","Male",""
"ACH-002105","ES4_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",18,"Adult","Male",""
"ACH-002106","ES5_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",16,"Pediatric","Male",""
"ACH-002107","ES6_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",17,"Pediatric","Male",""
"ACH-002108","ES7_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",15,"Pediatric","Male",""
"ACH-002109","ES8_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",10,"Pediatric","Male",""
"ACH-002110","EW1_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",19,"Adult","Male",""
"ACH-002111","EW11_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",11,"Pediatric","Female",""
"ACH-002112","EW12_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Unknown","Female",""
"ACH-002113","EW13_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Unknown","Male",""
"ACH-002114","EW16_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Unknown","Male",""
"ACH-002115","EW18_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Unknown","Unknown",""
"ACH-002116","EW22_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Unknown","Unknown",""
"ACH-002117","EW24_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Primary",NA,"Unknown","Unknown",""
"ACH-002118","EW3_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",14,"Pediatric","Male",""
"ACH-002119","EW7_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",20,"Adult","Female",""
"ACH-002120","GAK_SKIN",NA,"VMM","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","VMM","Metastatic",86,"Adult","Female",""
"ACH-002121","GMEL_SKIN",NA,"SKCM","Skin","Melanoma","Cutaneous Melanoma","SKCM","Primary",NA,"Unknown","Male",""
"ACH-002122","GT3TKB_STOMACH",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Metastatic",NA,"Unknown","Unknown",""
"ACH-002123","H2369_PLEURA",NA,"PLMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO","Primary",NA,"Unknown","Male",""
"ACH-002124","NCIH2373_PLEURA",NA,"PLSMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO","Primary",NA,"Adult","Male",""
"ACH-002125","NCIH2461_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Adult","Male",""
"ACH-002126","NCIH2591_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Adult","Male",""
"ACH-002127","NCIH2595_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Adult","Male",""
"ACH-002128","NCIH2722_PLEURA",NA,"PLMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO","Primary",NA,"Unknown","Male",""
"ACH-002129","NCIH2731_PLEURA",NA,"PLSMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","PLSMESO","Primary",NA,"Unknown","Male",""
"ACH-002130","NCIH2795_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Unknown","Male",""
"ACH-002131","NCIH2803_PLEURA",NA,"PLMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO","Primary",NA,"Unknown","Unknown",""
"ACH-002132","NCIH2804_PLEURA",NA,"PLMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO","Primary",NA,"Unknown","Male",""
"ACH-002133","NCIH2810_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Unknown","Male",""
"ACH-002134","NCIH2818_PLEURA",NA,"PLEMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","PLEMESO","Primary",NA,"Unknown","Male",""
"ACH-002135","NCIH2869_PLEURA",NA,"PLBMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","PLBMESO","Primary",NA,"Unknown","Male",""
"ACH-002136","H290_PLEURA",NA,"PLMESO","Pleura","Pleural Mesothelioma","Pleural Mesothelioma","PLMESO","Primary",NA,"Unknown","Male",""
"ACH-002138","H513_LUNG",NA,"LUAS","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","LUAS","Metastatic",61,"Adult","Male",""
"ACH-002139","HA7RCC_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-002140","HEY_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","Primary",NA,"Unknown","Female",""
"ACH-002141","HSC39_STOMACH",NA,"SSRCC","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Signet Ring Cell Carcinoma of the Stomach","SSRCC","Metastatic",54,"Adult","Male",""
"ACH-002142","HUO3N1_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",15,"Pediatric","Female",""
"ACH-002143","ISTMEL1_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Adult","Male",""
"ACH-002144","ISTSL1_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",60,"Adult","Male",""
"ACH-002145","ISTSL2_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",NA,"Unknown","Male",""
"ACH-002146","JHOS3_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","",48,"Adult","Female",""
"ACH-002147","K2_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Unknown",""
"ACH-002148","K5_THYROID",NA,"THPA","Thyroid","Well-Differentiated Thyroid Cancer","Papillary Thyroid Cancer","THPA","Metastatic",58,"Adult","Male",""
"ACH-002149","KGN_OVARY",NA,"GRCT","Ovary/Fallopian Tube","Sex Cord Stromal Tumor","Granulosa Cell Tumor","GRCT","Primary",63,"Adult","Female",""
"ACH-002150","LB1047RCC_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Female",""
"ACH-002151","LB2241RCC_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-002152","LB2518MEL_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Female",""
"ACH-002153","LB373MELD_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Female",""
"ACH-002154","LB647SCLC_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",NA,"Unknown","Male",""
"ACH-002155","LB996RCC_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-002156","LC1SQ_LUNG",NA,"LUSC","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","LUSC","Primary",69,"Adult","Male","asian"
"ACH-002157","LC2AD_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","Metastatic",51,"Adult","Female",""
"ACH-002158","LU99A_LUNG",NA,"GCLC","Lung","Non-Small Cell Lung Cancer","Giant Cell Carcinoma of the Lung","GCLC","",63,"Adult","Male",""
"ACH-002159","M14_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",33,"Adult","Male","caucasian"
"ACH-002160","MCIXC_BONE",NA,"ES","Bone","Ewing Sarcoma","Ewing Sarcoma","ES","Metastatic",14,"Pediatric","Female","caucasian"
"ACH-002161","MKN28_STOMACH",NA,"TSTAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","TSTAD","Metastatic",37,"Adult","Male","asian"
"ACH-002162","MMACSF_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",39,"Adult","Female","asian"
"ACH-002163","MRKNU1_BREAST",NA,"ILC","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ILC","Primary",46,"Adult","Female",""
"ACH-002164","MZ1PC_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Metastatic",46,"Adult","Male",""
"ACH-002165","MZ2MEL_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",NA,"Unknown","Unknown",""
"ACH-002166","MZ7MEL_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Metastatic",25,"Adult","Female",""
"ACH-002167","NCC010_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-002168","NCC021_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Unknown",""
"ACH-002169","NCIH1304_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",NA,"Unknown","Unknown",""
"ACH-002170","NCIH1688_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",50,"Adult","Male",""
"ACH-002171","NCIH250_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",34,"Adult","Male",""
"ACH-002172","NCIH322M_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","",52,"Adult","Male",""
"ACH-002173","NCIH378_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",66,"Adult","Female",""
"ACH-002174","NCIH720_LUNG",NA,"LUCA","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","LUCA","Primary",NA,"Unknown","Male",""
"ACH-002175","NCIH740_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",63,"Adult","Male",""
"ACH-002177","NCIH835_LUNG",NA,"LUCA","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","LUCA","Primary",48,"Adult","Female",""
"ACH-002178","NY_BONE",NA,"OS","Bone","Osteosarcoma","Osteosarcoma","OS","Primary",15,"Pediatric","Male",""
"ACH-002179","OCUBM_BREAST",NA,"BRCA","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","BRCA","Metastatic",53,"Adult","Female",""
"ACH-002180","OMC1_CERVIX",NA,"CESC","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","CESC","Metastatic",52,"Adult","Female",""
"ACH-002181","OVCA420_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","",NA,"Unknown","Female",""
"ACH-002182","OVCA433_OVARY",NA,"SOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","SOC","Primary",NA,"Unknown","Female",""
"ACH-002183","OVMIU_OVARY",NA,"HGSOC","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","HGSOC","",NA,"Unknown","Unknown",""
"ACH-002184","PC3JPC3_LUNG",NA,"LUAD","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","LUAD","",48,"Adult","Female",""
"ACH-002186","PL4_PANCREAS",NA,"PAAD","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","PAAD","Primary",NA,"Unknown","Unknown",""
"ACH-002187","RCCAB_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",49,"Adult","Male",""
"ACH-002188","RCCER_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",57,"Adult","Male",""
"ACH-002189","RCCFG2_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",77,"Adult","Male",""
"ACH-002190","RCCJF_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",65,"Adult","Female",""
"ACH-002191","RCCJW_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",46,"Adult","Male",""
"ACH-002192","RCCMF_KIDNEY",NA,"CCRCC","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","CCRCC","Primary",63,"Adult","Male",""
"ACH-002193","RERFLCFM_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",NA,"Unknown","Male",""
"ACH-002195","RXF393_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",54,"Adult","Male",""
"ACH-002196","SBC1_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Primary",46,"Adult","Male",""
"ACH-002197","SBC3_LUNG",NA,"SCLC","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","SCLC","Metastatic",24,"Adult","Male",""
"ACH-002198","SCH_STOMACH",NA,"EGCT","Other","Extra Gonadal Germ Cell Tumor","Extra Gonadal Germ Cell Tumor","EGCT","Metastatic",46,"Adult","Male",""
"ACH-002199","SN12C_KIDNEY",NA,"RCC","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","RCC","Primary",NA,"Unknown","Male",""
"ACH-002200","SW962_VULVA",NA,"VMM","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","VMM","Metastatic",64,"Adult","Female",""
"ACH-002201","TCYIK_CERVIX",NA,"SCCE","Cervix","Small Cell Carcinoma of the Cervix","Small Cell Carcinoma of the Cervix","SCCE","Primary",31,"Adult","Female",""
"ACH-002202","TMK1_STOMACH",NA,"STAD","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","STAD","Metastatic",21,"Adult","Male",""
"ACH-002204","UCH2_BONE",NA,"CHDM","Bone","Chordoma","Chordoma","CHDM","Primary",72,"Adult","Female",""
"ACH-002205","WM1552C_SKIN",NA,"SKCM","Skin","Melanoma","Cutaneous Melanoma","SKCM","Primary",72,"Adult","Male",""
"ACH-002206","WM278_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",62,"Adult","Female",""
"ACH-002207","WM35_SKIN",NA,"MEL","Skin","Melanoma","Melanoma","MEL","Primary",24,"Adult","Female",""
"ACH-002208","YMB1E_BREAST",NA,"IDC","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","IDC","Metastatic",63,"Adult","Female","caucasian"
"ACH-002209","ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLLKMT2A","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged","BLLKMT2A","",0,"Pediatric","Female",""
"ACH-002210","ARH77_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ZIMMBL","Myeloid","Non-Cancerous","Immortalized Blood","","",33,"Adult","Female",""
"ACH-002211","BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",75,"Adult","Male",""
"ACH-002212","BB30HNC_UPPER_AERODIGESTIVE_TRACT",NA,"HNSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","HNSC","",NA,"Unknown","Female",""
"ACH-002213","BB49HNC_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",70,"Adult","Female",""
"ACH-002214","BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PEL","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL","Primary",46,"Adult","Male",""
"ACH-002215","BC3_PLEURA",NA,"PEL","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL","",85,"Adult","Male",""
"ACH-002216","BE13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"TLL","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","TLL","Primary",4,"Pediatric","Female",""
"ACH-002217","BE2M17_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",2,"Pediatric","Male",""
"ACH-002218","CESS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"AML","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","AML","Primary",NA,"Adult","Male",""
"ACH-002219","COLO320HSR_LARGE_INTESTINE",NA,"COAD","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","COAD","",55,"Adult","Female",""
"ACH-002220","CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PEL","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL","",49,"Adult","Male",""
"ACH-002221","CTB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","Metastatic",70,"Adult","Male",""
"ACH-002222","CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ATLL","Lymphoid","Mature T and NK Neoplasms","Adult T-Cell Leukemia/Lymphoma","ATLL","Primary",NA,"Unknown","Male",""
"ACH-002223","D245MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",70,"Adult","Male",""
"ACH-002224","D247MG_CENTRAL_NERVOUS_SYSTEM",NA,"GSARC","CNS/Brain","Diffuse Glioma","Gliosarcoma","GSARC","Primary",80,"Adult","Female",""
"ACH-002225","D263MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",71,"Adult","Female",""
"ACH-002226","D336MG_CENTRAL_NERVOUS_SYSTEM",NA,"GSARC","CNS/Brain","Diffuse Glioma","Gliosarcoma","GSARC","Primary",68,"Adult","Male",""
"ACH-002227","D392MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Female",""
"ACH-002228","D423MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Male",""
"ACH-002229","D502MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Unknown",""
"ACH-002230","D542MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Female",""
"ACH-002231","D566MG_CENTRAL_NERVOUS_SYSTEM",NA,"GB","CNS/Brain","Diffuse Glioma","Glioblastoma","GB","Primary",NA,"Unknown","Male",""
"ACH-002232","DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",10,"Pediatric","Male",""
"ACH-002233","DIFI_LARGE_INTESTINE",NA,"COADREAD","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","COADREAD","Metastatic",46,"Adult","Female",""
"ACH-002234","DOK_UPPER_AERODIGESTIVE_TRACT",NA,"OHNCA","Head and Neck","Head and Neck Carcinoma, Other","Head and Neck Carcinoma, Other","OHNCA","",57,"Adult","Male",""
"ACH-002235","DSH1_URINARY_TRACT",NA,"BLCA","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","BLCA","Primary",48,"Adult","Male",""
"ACH-002236","EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","",3,"Pediatric","Male",""
"ACH-002237","ETK1_BILIARY_TRACT",NA,"IHCH","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","IHCH","Primary",NA,"Unknown","Female",""
"ACH-002238","GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",11,"Pediatric","Male",""
"ACH-002239","H3118_UPPER_AERODIGESTIVE_TRACT",NA,"MUCC","Head and Neck","Salivary Carcinoma","Mucoepidermoid Carcinoma","MUCC","",NA,"Unknown","Female",""
"ACH-002240","H9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"SS","Lymphoid","Mature T and NK Neoplasms","Sezary Syndrome","SS","",53,"Adult","Male","caucasian"
"ACH-002241","HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BLL","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","BLL","Primary",17,"Pediatric","Female",""
"ACH-002242","HC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HCL","Lymphoid","Mature B-Cell Neoplasms","Hairy Cell Leukemia","HCL","Primary",56,"Adult","Male",""
"ACH-002243","HCE4_OESOPHAGUS",NA,"ESCC","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ESCC","Primary",50,"Adult","Female",""
"ACH-002244","HO1N1_UPPER_AERODIGESTIVE_TRACT",NA,"OCSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","OCSC","",NA,"Unknown","Male",""
"ACH-002245","HS445_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"HL","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","HL","Primary",56,"Adult","Female",""
"ACH-002246","HS633T_SOFT_TISSUE",NA,"FIBS","Soft Tissue","Fibrosarcoma","Fibrosarcoma","FIBS","Primary",25,"Adult","Female",""
"ACH-002247","IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ZIMMBL","Myeloid","Non-Cancerous","Immortalized Blood","","",NA,"Unknown","Female",""
"ACH-002248","IMR5_AUTONOMIC_GANGLIA",NA,"NBL","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","NBL","Metastatic",1,"Pediatric","Male","caucasian"
"ACH-002249","JHU011_UPPER_AERODIGESTIVE_TRACT",NA,"LXSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC","",45,"Adult","Male",""
"ACH-002250","JHU022_UPPER_AERODIGESTIVE_TRACT",NA,"LXSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC","",53,"Adult","Male",""
"ACH-002251","JHU029_UPPER_AERODIGESTIVE_TRACT",NA,"LXSC","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","LXSC","",70,"Adult","Male",""
"ACH-002252","JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"BL","Lymphoid","Mature B-Cell Neoplasms","Burkitt Lymphoma","BL","Primary",7,"Pediatric","Male","black_or_african_american"
"ACH-002253","JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PEL","Lymphoid","Mature B-Cell Neoplasms","Primary Effusion Lymphoma","PEL","Metastatic",52,"Adult","Male","unknown"
"ACH-002254","KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"PMBL","Lymphoid","Mature B-Cell Neoplasms","Primary Mediastinal (Thymic) Large B-Cell Lymphoma (PMBL)","PMBL","",23,"Adult","Female",""
"ACH-002255","KARPAS231_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"DLBCLNOS","Lymphoid","Mature B-Cell Neoplasms","Diffuse Large B-Cell Lymphoma, NOS","DLBCLNOS","",71,"Adult","Female",""
